         0.00000           -153.0              7.5 
         5.15640            -56.2              3.4 
         0.04533           -171.3              4.0 
         0.98755           -144.4              3.9 
         1.91220            -73.5              7.2 
         2.04990            -46.1              7.5 
         3.91616             94.4              4.1 
         1.54679            -70.5              4.4 
         2.54255             23.2              7.2 
         0.05895           -126.5              5.5 
         1.05895            -85.6              5.5 
         2.05505              9.3              5.6 
         0.74786           -112.9              4.5 
         1.78192            -35.8              5.9 
         2.77700             87.5              4.2 
         3.77799            122.6              4.3 
         2.66180             64.0              4.7 
         3.58966            131.3              4.4 
         4.66175             55.0              4.8 
         5.66897            -77.0              4.6 
         6.71078           -141.3              6.3 
         0.55883           -118.7              4.7 
         1.53773            -34.3              4.8 
         3.31373            130.2              4.4 
         4.31433             98.1              4.3 
         5.30404            -37.8              4.5 
         3.99069            140.3              5.9 
         4.14889            131.7              4.2 
         5.09518             -9.5              5.9 
         6.00185           -106.0              4.4 
         6.98519           -142.1              4.8 
         0.77569           -111.1              4.6 
         2.85123             97.2              5.1 
         1.70471            -28.8              4.5 
         2.57626             62.9              4.3 
         3.55437            131.8              5.4 
         4.62469             34.7              4.4 
         5.62145            -75.7              5.2 
         3.52939            171.6              6.3 
         4.49130            104.1              5.1 
         5.46298            -34.8              5.6 
         6.41904           -110.1              5.4 
         0.32437           -106.4              5.9 
         5.39916            -43.7              4.2 
         6.29743           -109.0              4.8 
         6.01391            -91.4              4.2 
         0.78187           -110.1              4.5 
         5.47487            -63.3              5.0 
         6.77048           -110.7              6.0 
         1.64402            -15.5              4.0 
         5.69251            -65.9              6.0 
         4.19418            147.5              5.9 
         5.14437             13.2              4.6 
         5.73760            -43.2              4.3 
         6.77667            -89.6              4.7 
         5.26570            -13.1              4.8 
         6.28047           -115.8              4.5 
         0.13209           -112.3              4.4 
         4.70617             65.1              3.9 
         5.68174            -46.6              3.9 
         1.30822            -49.0              4.6 
         5.99725            -64.4              5.5 
         3.82825            159.7              5.1 
         0.58394            -85.9              4.3 
         1.10262            -56.4              5.2 
         1.69983            -10.2              6.0 
         1.39067             -1.3              4.5 
         0.84191            -65.8              4.9 
         1.71077             12.3              5.4 
         2.53612             97.3              5.7 
         3.49413            177.4              4.8 
         4.55175            115.5              4.4 
         2.47964             51.5              6.1 
         4.31084            137.5              6.8 
         5.15938             12.8              4.5 
         3.78591            171.8              5.5 
         5.79372            -41.8              5.1 
         6.84841            -99.2              5.0 
         0.27606            -99.4              4.2 
         4.24318            139.2              4.2 
         3.37806            150.3              2.9 
         2.86278            112.6              4.1 
         3.99233            186.7              5.4 
         4.90284             54.9              2.6 
         5.01852             55.4              3.0 
         5.63830            -69.4              3.6 
         6.62642           -134.9              5.6 
         0.43664           -135.4              4.1 
         1.51232            -17.9              3.8 
         2.50255            118.6              3.7 
         4.05573            161.6              3.3 
         4.77748             53.1              4.3 
         6.78459           -109.1              3.3 
         4.34387            123.7              3.7 
         0.94614            -75.2              3.2 
         3.92724            165.4              2.9 
         3.49113            182.2              3.2 
         1.85380              9.0              3.3 
         3.62786            164.0              6.9 
         3.71516            147.7              4.6 
         5.82610            -43.2              4.7 
         6.73821            -86.0              4.6 
         0.64461            -64.1              4.5 
         2.60750             95.5              4.2 
         3.81750            175.4              4.1 
         2.25291             63.7              3.7 
         3.23631            152.3              4.7 
         4.15525            135.9              4.4 
         5.04214             26.5              4.9 
         6.77722           -123.6              3.2 
         1.63499            -22.1              3.4 
         6.56227            -92.1              5.1 
         0.43334            -80.7              4.3 
         2.75249            113.2              5.0 
         3.59003            170.1              4.5 
         3.95169            135.5              4.9 
         5.95681            -73.0              4.2 
         0.77465            -77.7              4.6 
         4.64228             68.0              4.3 
         5.10727             13.7              4.2 
         0.21532           -115.5              4.1 
