         0.00000           -279.9              5.2 
         1.97629           -277.3              2.6 
        26.95405             26.2              1.1 
        87.55244           -312.5              2.2 
        88.64033           -317.3              2.1 
        89.59443           -313.4              1.8 
        90.70674           -318.5              2.1 
         3.96862           -264.5              2.0 
         4.96061           -269.6              2.2 
         7.93054           -242.1              1.6 
         8.79413           -238.8              2.7 
         9.96835           -230.9              2.2 
        11.97598           -206.6              1.6 
        27.88495             55.5              1.9 
        28.88343             79.2              2.6 
        31.90154            164.8              1.9 
        33.86736            221.7              1.7 
        55.84686            -19.8              2.0 
        56.82049            -42.8              2.5 
        62.71307           -135.1              2.1 
        63.69899           -151.0              1.4 
        69.76334           -203.0              1.9 
        82.75381           -285.9              1.7 
        83.77045           -293.8              1.8 
        84.76020           -290.2              2.0 
        85.76290           -296.6              1.7 
        97.71237           -329.7              1.8 
         1.04641           -275.5              1.9 
        29.91374            105.2              1.8 
        35.84732            258.6              2.2 
        70.75161           -228.7              2.3 
        96.62075           -301.6              2.5 
        30.93708            131.8              1.7 
        71.86928           -237.8              2.3 
        93.55335           -315.6              1.9 
        44.88239            256.6              2.0 
        71.82481           -232.3              3.0 
        39.75349            308.6              2.8 
        19.87409           -107.4              2.7 
        66.72801           -186.8              2.8 
       102.56007           -309.7              3.4 
        57.75608            -58.6              1.9 
        71.71595           -228.4              1.9 
        88.64145           -312.9              2.0 
        21.93309            -81.7              2.5 
       116.52341           -279.9              2.9 
         0.81490           -277.5              3.3 
         1.82467           -289.4              2.4 
         4.81978           -258.2              2.7 
        11.80366           -204.1              2.2 
        14.82575           -180.5              1.9 
        93.62447           -334.5              2.7 
        94.66939           -346.5              2.1 
       115.59035           -297.4              2.0 
        39.73449            306.1              2.2 
       112.51464           -312.4              1.3 
       103.49111           -325.6              2.8 
       104.44574           -330.1              2.6 
        35.60975            234.0              2.3 
        46.68394            203.2              1.5 
        68.59901           -224.1              2.2 
        96.55727           -329.1              1.6 
        11.75121           -223.9              1.7 
        95.40830           -326.2              2.4 
         4.73833           -273.5              2.4 
         6.67144           -277.6              2.5 
         7.71513           -266.0              2.3 
         8.68889           -253.9              2.3 
        18.71539           -151.9              2.3 
        52.57064             42.6              2.5 
        54.60491            -11.8              2.4 
        56.55257            -41.7              2.5 
        57.65586            -53.2              2.3 
        91.49423           -306.2              2.4 
        92.46120           -312.5              2.6 
        93.47979           -321.7              2.3 
        94.51264           -323.5              2.4 
        95.52113           -318.5              2.5 
         0.80894           -294.9              2.6 
        64.69340           -177.8              2.5 
        18.62666           -124.4              3.3 
        21.68460            -95.5              2.7 
        39.59901            284.6              2.4 
       109.48371           -311.0              2.3 
        49.57112            121.1              2.3 
        85.47987           -311.3              2.4 
       112.40036           -311.6              2.3 
        18.69560           -136.3              2.6 
        52.58933             34.4              1.4 
        53.59125             29.6              2.7 
       113.44043           -307.8              2.3 
        23.66284            -63.4              2.2 
        79.48595           -289.8              2.6 
        94.38545           -315.2              2.8 
        61.45782           -111.6              1.6 
        92.30468           -319.6              2.3 
         1.54253           -279.1              2.0 
         2.51964           -270.3              2.5 
